H202301161411_DEBITCARDEVENTNOTIFICATION.TXT       00000000362023-01-16T14:11:04.721-06:00     2023-01-16T14:11:04.000-06:00     
00000000026808486840032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
00000000026808486850032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
00000000026808486860032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
00000000026808486870032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
00000000026808486880032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
00000000026808486890032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
00000000026808486900032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
00000000026808486910032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
00000000026808486920032706264001017060200000000026808486760000000000000000000REQ            5947RETAIL000000000000000000000000000000000000000012345678                      Test Store - this shoul  AUSTIN       TX         US          NOPIN     PRESENT   PRESENT   ATTENDED  ONPREM    166616530                                                                                           00002000002023-01-16T14:00:02.483-06:00     2023-01-16T14:00:02.483-06:00                                                       VISA DPS CERT LAB, AUSTIN, TX US                                                                                                                                                                                                                               Success                                                                                                                                                                                                                                                                                                             Card Merchandise Return                                                                                                                                                                                                                                        -2802355400032063766*************8888                                 0000000000CardSettlement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          00000000000000009520                                                                                                                                                      0000000002680848677003270626400000004002023-01-16T14:00:02.483-06:00     GiftCardNoveltyAndSouvenirStores                                                                                                                                                                                                                               5947                                                    00000000000032706267*************0987                                 0000000000                                                  2023-01-16T13:59:58.579-06:00                                                                                                                                                                                                                                                                                                                                                                                                                                                                       MyAccountKWcF                                     00000000000032706264                                                                                                    Card Merchandise Return                           CRDRTN00030603512902                                                          0200021000000002                  00000000000000000000         100000000000                                                                                                                                                                                                                                                                                213070000021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000000000000000000000000000TXUS00000000012                                                                                                                00000000000000    0UNKUNL0000022021307831116070439
